"regionSlug","sido","sgg","dong","sources","code","fullName"
"gyeonggi","경기도","시흥시","신천동","신천동","4139052000","경기도 시흥시 신천동"
"gyeonggi","경기도","시흥시","신현동","신현동","4139053100","경기도 시흥시 신현동"
"gyeonggi","경기도","시흥시","연성동","연성동","4139063000","경기도 시흥시 연성동"
"gyeonggi","경기도","시흥시","월곶동","월곶동","4139058200","경기도 시흥시 월곶동"
"gyeonggi","경기도","시흥시","은행동","은행동","4139054000","경기도 시흥시 은행동"
"gyeonggi","경기도","시흥시","장곡동","장곡동","4139063100","경기도 시흥시 장곡동"
"gyeonggi","경기도","시흥시","정왕동","정왕1동, 정왕2동, 정왕3동, 정왕4동","4139059100","경기도 시흥시 정왕1동"
"gyeonggi","경기도","시흥시","정왕본동","정왕본동","4139058900","경기도 시흥시 정왕본동"
"gyeonggi","경기도","안산시단원구","고잔동","고잔동","4127352500","경기도 안산시단원구 고잔동"
"gyeonggi","경기도","안산시단원구","대부동","대부동","4127361000","경기도 안산시단원구 대부동"
"gyeonggi","경기도","안산시단원구","백운동","백운동","4127355500","경기도 안산시단원구 백운동"
"gyeonggi","경기도","안산시단원구","선부동","선부1동, 선부2동, 선부3동","4127358000","경기도 안산시단원구 선부1동"
"gyeonggi","경기도","안산시단원구","신길동","신길동","4127356500","경기도 안산시단원구 신길동"
"gyeonggi","경기도","안산시단원구","와동","와동","4127351000","경기도 안산시단원구 와동"
"gyeonggi","경기도","안산시단원구","원곡동","원곡동","4127354500","경기도 안산시단원구 원곡동"
"gyeonggi","경기도","안산시단원구","중앙동","중앙동","4127353200","경기도 안산시단원구 중앙동"
"gyeonggi","경기도","안산시단원구","초지동","초지동","4127357000","경기도 안산시단원구 초지동"
"gyeonggi","경기도","안산시단원구","호수동","호수동","4127353500","경기도 안산시단원구 호수동"
"gyeonggi","경기도","안산시상록구","반월동","반월동","4127160000","경기도 안산시상록구 반월동"
"gyeonggi","경기도","안산시상록구","본오동","본오1동, 본오2동, 본오3동","4127154000","경기도 안산시상록구 본오1동"
"gyeonggi","경기도","안산시상록구","부곡동","부곡동","4127157000","경기도 안산시상록구 부곡동"
"gyeonggi","경기도","안산시상록구","사동","사동","4127152500","경기도 안산시상록구 사동"
"gyeonggi","경기도","안산시상록구","사이동","사이동","4127153200","경기도 안산시상록구 사이동"
"gyeonggi","경기도","안산시상록구","성포동","성포동","4127159000","경기도 안산시상록구 성포동"
"gyeonggi","경기도","안산시상록구","안산동","안산동","4127161000","경기도 안산시상록구 안산동"
"gyeonggi","경기도","안산시상록구","월피동","월피동","4127158000","경기도 안산시상록구 월피동"
"gyeonggi","경기도","안산시상록구","이동","이동","4127151500","경기도 안산시상록구 이동"
"gyeonggi","경기도","안산시상록구","일동","일동","4127151000","경기도 안산시상록구 일동"
"gyeonggi","경기도","안산시상록구","해양동","해양동","4127153700","경기도 안산시상록구 해양동"
"gyeonggi","경기도","안성시","안성동","안성1동, 안성2동, 안성3동","4155051000","경기도 안성시 안성1동"
"gyeonggi","경기도","안양시동안구","갈산동","갈산동","4117363000","경기도 안양시동안구 갈산동"
"gyeonggi","경기도","안양시동안구","관양동","관양동","4117355200","경기도 안양시동안구 관양동"
"gyeonggi","경기도","안양시동안구","귀인동","귀인동","4117357800","경기도 안양시동안구 귀인동"
"gyeonggi","경기도","안양시동안구","달안동","달안동","4117354600","경기도 안양시동안구 달안동"
"gyeonggi","경기도","안양시동안구","범계동","범계동","4117361000","경기도 안양시동안구 범계동"
"gyeonggi","경기도","안양시동안구","부림동","부림동","4117356600","경기도 안양시동안구 부림동"
"gyeonggi","경기도","안양시동안구","부흥동","부흥동","4117354000","경기도 안양시동안구 부흥동"
"gyeonggi","경기도","안양시동안구","비산동","비산1동, 비산2동, 비산3동","4117351000","경기도 안양시동안구 비산1동"
"gyeonggi","경기도","안양시동안구","신촌동","신촌동","4117362000","경기도 안양시동안구 신촌동"
"gyeonggi","경기도","안양시동안구","인덕원동","인덕원동","4117355900","경기도 안양시동안구 인덕원동"
"gyeonggi","경기도","안양시동안구","평안동","평안동","4117357600","경기도 안양시동안구 평안동"
"gyeonggi","경기도","안양시동안구","평촌동","평촌동","4117357000","경기도 안양시동안구 평촌동"
"gyeonggi","경기도","안양시동안구","호계동","호계1동, 호계2동, 호계3동","4117358000","경기도 안양시동안구 호계1동"
"gyeonggi","경기도","안양시만안구","박달동","박달동","4117164000","경기도 안양시만안구 박달동"
"gyeonggi","경기도","안양시만안구","석수동","석수1동, 석수2동","4117159000","경기도 안양시만안구 석수1동"
"gyeonggi","경기도","안양시만안구","안양동","안양1동, 안양2동, 안양3동, 안양4동, 안양5동, 안양6동, 안양7동, 안양8동, 안양9동","4117151000","경기도 안양시만안구 안양1동"
"gyeonggi","경기도","안양시만안구","충훈동","충훈동","4117161100","경기도 안양시만안구 충훈동"
"gyeonggi","경기도","안양시만안구","호현동","호현동","4117165000","경기도 안양시만안구 호현동"
"gyeonggi","경기도","양주시","양주동","양주1동, 양주2동","4163051000","경기도 양주시 양주1동"
"gyeonggi","경기도","양주시","옥정동","옥정1동, 옥정2동","4163057000","경기도 양주시 옥정1동"
"gyeonggi","경기도","양주시","회천동","회천1동, 회천2동, 회천3동","4163053000","경기도 양주시 회천1동"
"gyeonggi","경기도","여주시","여흥동","여흥동","4167051000","경기도 여주시 여흥동"
"gyeonggi","경기도","여주시","오학동","오학동","4167053000","경기도 여주시 오학동"
"gyeonggi","경기도","여주시","중앙동","중앙동","4167052000","경기도 여주시 중앙동"
"gyeonggi","경기도","오산시","남촌동","남촌동","4137053000","경기도 오산시 남촌동"
"gyeonggi","경기도","오산시","대원동","대원1동, 대원2동","4137052300","경기도 오산시 대원1동"
"gyeonggi","경기도","오산시","세마동","세마동","4137055000","경기도 오산시 세마동"
"gyeonggi","경기도","오산시","신장동","신장1동, 신장2동","4137054300","경기도 오산시 신장1동"
"gyeonggi","경기도","오산시","중앙동","중앙동","4137051000","경기도 오산시 중앙동"
"gyeonggi","경기도","오산시","초평동","초평동","4137056000","경기도 오산시 초평동"
"gyeonggi","경기도","용인시기흥구","구갈동","구갈동","4146352000","경기도 용인시기흥구 구갈동"
"gyeonggi","경기도","용인시기흥구","구성동","구성동","4146356000","경기도 용인시기흥구 구성동"
"gyeonggi","경기도","용인시기흥구","기흥동","기흥동","4146354000","경기도 용인시기흥구 기흥동"
"gyeonggi","경기도","용인시기흥구","동백동","동백1동, 동백2동, 동백3동","4146357200","경기도 용인시기흥구 동백1동"
"gyeonggi","경기도","용인시기흥구","마북동","마북동","4146357000","경기도 용인시기흥구 마북동"
"gyeonggi","경기도","용인시기흥구","보라동","보라동","4146353500","경기도 용인시기흥구 보라동"
"gyeonggi","경기도","용인시기흥구","보정동","보정동","4146359000","경기도 용인시기흥구 보정동"
"gyeonggi","경기도","용인시기흥구","상갈동","상갈동","4146353000","경기도 용인시기흥구 상갈동"
"gyeonggi","경기도","용인시기흥구","상하동","상하동","4146358600","경기도 용인시기흥구 상하동"
"gyeonggi","경기도","용인시기흥구","서농동","서농동","4146355000","경기도 용인시기흥구 서농동"
"gyeonggi","경기도","용인시기흥구","신갈동","신갈동","4146351000","경기도 용인시기흥구 신갈동"
"gyeonggi","경기도","용인시기흥구","영덕동","영덕1동, 영덕2동","4146351600","경기도 용인시기흥구 영덕1동"
"gyeonggi","경기도","용인시수지구","동천동","동천동","4146556000","경기도 용인시수지구 동천동"
"gyeonggi","경기도","용인시수지구","상현동","상현1동, 상현2동, 상현3동","4146557000","경기도 용인시수지구 상현1동"
"gyeonggi","경기도","용인시수지구","성복동","성복동","4146559000","경기도 용인시수지구 성복동"
"gyeonggi","경기도","용인시수지구","신봉동","신봉동","4146553000","경기도 용인시수지구 신봉동"
"gyeonggi","경기도","용인시수지구","죽전동","죽전1동, 죽전2동, 죽전3동","4146554000","경기도 용인시수지구 죽전1동"
"gyeonggi","경기도","용인시수지구","풍덕천동","풍덕천1동, 풍덕천2동","4146551000","경기도 용인시수지구 풍덕천1동"
"gyeonggi","경기도","용인시처인구","동부동","동부동","4146154000","경기도 용인시처인구 동부동"
"gyeonggi","경기도","용인시처인구","삼가동","삼가동","4146152600","경기도 용인시처인구 삼가동"
"gyeonggi","경기도","용인시처인구","역북동","역북동","4146152500","경기도 용인시처인구 역북동"
"gyeonggi","경기도","용인시처인구","유림동","유림1동, 유림2동","4146153500","경기도 용인시처인구 유림1동"
"gyeonggi","경기도","용인시처인구","중앙동","중앙동","4146151000","경기도 용인시처인구 중앙동"
"gyeonggi","경기도","의왕시","고천동","고천동","4143051000","경기도 의왕시 고천동"
"gyeonggi","경기도","의왕시","내손동","내손1동, 내손2동","4143054000","경기도 의왕시 내손1동"
"gyeonggi","경기도","의왕시","부곡동","부곡동","4143052000","경기도 의왕시 부곡동"
"gyeonggi","경기도","의왕시","오전동","오전동","4143053000","경기도 의왕시 오전동"
"gyeonggi","경기도","의왕시","청계동","청계동","4143056000","경기도 의왕시 청계동"
"gyeonggi","경기도","의정부시","가능동","가능동","4115059500","경기도 의정부시 가능동"
"gyeonggi","경기도","의정부시","고산동","고산동","4115063000","경기도 의정부시 고산동"
"gyeonggi","경기도","의정부시","녹양동","녹양동","4115062000","경기도 의정부시 녹양동"
"gyeonggi","경기도","의정부시","송산동","송산1동, 송산2동, 송산3동","4115057300","경기도 의정부시 송산1동"
"gyeonggi","경기도","의정부시","신곡동","신곡1동, 신곡2동","4115056700","경기도 의정부시 신곡1동"
"gyeonggi","경기도","의정부시","의정부동","의정부1동, 의정부2동","4115051000","경기도 의정부시 의정부1동"
"gyeonggi","경기도","의정부시","자금동","자금동","4115058000","경기도 의정부시 자금동"
"gyeonggi","경기도","의정부시","장암동","장암동","4115056100","경기도 의정부시 장암동"
"gyeonggi","경기도","의정부시","호원동","호원1동, 호원2동","4115054500","경기도 의정부시 호원1동"
"gyeonggi","경기도","의정부시","흥선동","흥선동","4115061500","경기도 의정부시 흥선동"
"gyeonggi","경기도","이천시","관고동","관고동","4150053000","경기도 이천시 관고동"
"gyeonggi","경기도","이천시","중리동","중리동","4150052000","경기도 이천시 중리동"
"gyeonggi","경기도","이천시","증포동","증포동","4150051500","경기도 이천시 증포동"
"gyeonggi","경기도","이천시","창전동","창전동","4150051000","경기도 이천시 창전동"
"gyeonggi","경기도","파주시","교하동","교하동","4148054000","경기도 파주시 교하동"
"gyeonggi","경기도","파주시","금촌동","금촌1동, 금촌2동, 금촌3동","4148051000","경기도 파주시 금촌1동"
"gyeonggi","경기도","파주시","운정동","운정1동, 운정2동, 운정3동, 운정4동, 운정5동, 운정6동","4148055000","경기도 파주시 운정1동"
"gyeonggi","경기도","평택시","고덕동","고덕동","4122066000","경기도 평택시 고덕동"
"gyeonggi","경기도","평택시","동삭동","동삭동","4122065000","경기도 평택시 동삭동"
"gyeonggi","경기도","평택시","비전동","비전1동, 비전2동","4122062000","경기도 평택시 비전1동"
"gyeonggi","경기도","평택시","서정동","서정동","4122052000","경기도 평택시 서정동"
"gyeonggi","경기도","평택시","세교동","세교동","4122064000","경기도 평택시 세교동"
"gyeonggi","경기도","평택시","송북동","송북동","4122056000","경기도 평택시 송북동"
"gyeonggi","경기도","평택시","송탄동","송탄동","4122053500","경기도 평택시 송탄동"
"gyeonggi","경기도","평택시","신장동","신장1동, 신장2동","4122057000","경기도 평택시 신장1동"
"gyeonggi","경기도","평택시","신평동","신평동","4122059000","경기도 평택시 신평동"
"gyeonggi","경기도","평택시","용이동","용이동","4122063500","경기도 평택시 용이동"
"gyeonggi","경기도","평택시","원평동","원평동","4122060000","경기도 평택시 원평동"
"gyeonggi","경기도","평택시","중앙동","중앙동","4122051000","경기도 평택시 중앙동"
"gyeonggi","경기도","평택시","지산동","지산동","4122055000","경기도 평택시 지산동"
"gyeonggi","경기도","평택시","통복동","통복동","4122061000","경기도 평택시 통복동"
"gyeonggi","경기도","포천시","선단동","선단동","4165052000","경기도 포천시 선단동"
"gyeonggi","경기도","포천시","포천동","포천동","4165051000","경기도 포천시 포천동"
"gyeonggi","경기도","하남시","감북동","감북동","4145058000","경기도 하남시 감북동"
"gyeonggi","경기도","하남시","감일동","감일동","4145058200","경기도 하남시 감일동"
"gyeonggi","경기도","하남시","덕풍동","덕풍1동, 덕풍2동, 덕풍3동","4145054000","경기도 하남시 덕풍1동"
"gyeonggi","경기도","하남시","미사동","미사1동, 미사2동, 미사3동","4145061000","경기도 하남시 미사1동"
"gyeonggi","경기도","하남시","신장동","신장1동, 신장2동","4145052000","경기도 하남시 신장1동"
"gyeonggi","경기도","하남시","위례동","위례동","4145058500","경기도 하남시 위례동"
